"","retrieve_date","create_date","body","num_reply","num_retweets","num_quote","num_likes","id","afinn","pos_bing","neg_bing","bing","word_count","sentimentr"
"107",2020-12-03,2020-09-30,"Many more people would have died from the China Virus if Sleepy Joe were your President. He didn’t even want me to close our Country to Infected China until TWO MONTHS  later, when he said I was right. Now he likes to say I didn’t close up “fast enough”. Just another politician!",17.3,24,1.7,106.5,107,-0.5,1,0.75,0.25,54,-0.11773618560841
"108",2020-12-03,2020-10-05,"Replying to @realDonaldTrump....invincible hero, who not only survived every dirty trick the Democrats threw at him, but the Chinese virus as well. He will show America we no longer have to be afraid.” @MirandaDevine @NYPost Thank you Miranda. Was over until the Plague came in from China. Will win anyway!",13.1,20.9,1.4,99.7,108,1.6,1,1,0,51,0.175282656469335
"109",2020-12-03,2020-10-07,"Just spoke with Prime Minister @BorisJohnson of the United Kingdom. Very thankful for his friendship and support as I recovered from the China Virus. I am looking forward to working with him for many years to come, a great guy!",23.2,32.8,7.3,187.3,109,2.66666666666667,1,0.333333333333333,0.666666666666667,40,0.449614004257883
"110",2020-12-03,2020-10-07,"My highly regarded Executive Order protected 525,000 American jobs during the height of the Chinese Plague. Democrats want to have Open Borders!",12.9,25.1,1.1,109.7,110,1,0,0.5,-0.5,21,0.132441868244791
"111",2020-12-03,2020-10-11,"Record 96% Approval Rating in the Republican Party. 53% Approval Rating Overall. Record 56% “Better Off Now” than 4 Years Ago (Gallup) during the Obama/Sleepy Joe Biden Administration, even as we round the turn on the China Plague. Thank you. Next year will be the BEST EVER!!!",33.3,40.3,3,175.9,111,2.2,1,0.2,0.8,44,0.311570073859348
"112",2020-12-03,2020-10-12,"Big spike in the China Plague in Europe and other places that the Fake News used to hold up as examples of places that are doing well, in order to make the U.S look bad. Be strong and vigilant, it will run its course. Vaccines and cures are coming fast!",13.2,22.1,1.5,96.2,112,0,1.33333333333333,1,0.333333333333333,51,0.222193874599065
"113",2020-12-03,2020-10-12,"“I’m running as a proud Democrat, for the Senate”. Sleepy Joe Biden today. It’s only going to get worse. It is not sustainable for our County - China will own us!!!!",15.9,33.7,1.9,143,113,-0.25,0.5,0.25,0.25,32,-0.031580813138096
"114",2020-12-03,2020-10-13,"Totally Negative China Virus Reports. Hit it early and hard. Fake News is devastated. They are very bad (and sick!) people!",19.1,29,1.9,148.4,114,-3.25,0,1.75,-1.75,21,-0.718835366187449
"115",2020-12-03,2020-10-19,"Dr.Tony Fauci says we don’t allow him to do television, and yet I saw him last night on @60Minutes, and he seems to get more airtime than anybody since the late, great, Bob Hope. All I ask of Tony is that he make better decisions. He said “no masks & let China in”. Also, Bad arm!",27.4,31.5,4.9,124,115,1.25,0.5,0.25,0.25,57,-0.0152562191094292
"116",2020-12-03,2020-10-21,"Replying to @realDonaldTrump....Should take care of our people. It wasn’t their fault that the Plague came in from China!",10.9,18,1.3,100.7,116,0.666666666666667,0,0.666666666666667,-0.666666666666667,21,0.0422138925046812
"117",2020-12-03,2020-10-23,"Joe Biden is a corrupt politician and he’s COMPROMISED. China is desperate for Biden to win because if Biden Wins, CHINA WINS – and China will OWN AMERICA. This corruption is EXACTLY why I decided to run for President in the first place...",20.3,59,6.3,258.2,117,3,1,1,0,43,-0.0161650828718059
"118",2020-12-03,2020-10-26,"We have made tremendous progress with the China Virus, but the Fake News refuses to talk about it this close to the Election. COVID, COVID, COVID is being used by them, in total coordination, in order to change our great early election numbers.Should be an election law violation!",18.6,21.1,3.4,106.1,118,0.666666666666667,0.666666666666667,1.33333333333333,-0.666666666666667,49,-0.163426823371788
"119",2020-12-03,2020-10-27,"Death rate of people going into hospitals is MUCH LOWER now than it was. @MSNBC Wow, MSDNC has come a long way! The fact is that we have learned and done a lot about this Virus. Much different now than when it first arrived on our shores, and the World’s, from China!",7.8,13.3,1,65.4,119,0.5,0.25,0.5,-0.25,53,-0.0724236036053874
"120",2020-12-03,2020-10-27,"Joe Biden is a corrupt politician. He wants to send YOUR jobs to China, while his family rakes in millions from the Chinese Communist Party. If Biden wins, China will OWN the USA. When we win, YOU win, Wisconsin wins, and AMERICA wins! #VOTE",26.6,45,5.3,201.5,120,4,1,0.2,0.8,44,0.101478463177805
"121",2020-12-03,2020-10-30,"Replying to @realDonaldTrump...a cheerleader for NAFTA – sending your auto Jobs to Mexico. He voted for China’s entry into the World Trade Organization – gutting your industries to finance China’s rise. HALF of all Michigan auto manufacturing jobs were ELIMINATED after the Biden-Backed NAFTA and China...",1.3,9.4,272,43.8,121,0.25,NA,NA,NA,48,0.0421447006302519
